quarter_start,clinic_id,clinic_name,clinic_waiting_total,clinic_treated_total,catchment_total,pct_of_catchment,catchment,capacity_ratio,capacity_pct,n_qtr_to_100pct,total_months
2021-01-01,144,GC SOUTHPORT HEALTH PREC,5898,71,9084,64.9273447820343461,Gold Coast,0.012,1.20,83,249
2021-01-01,142,GCUH DENTAL CLINIC,15,2,9084,0.16512549537648612946,Gold Coast,0.133,13.33,8,24
2021-01-01,8,PALM BEACH DENTAL CLINIC,1197,13,9084,13.1770145310435931,Gold Coast,0.011,1.09,92,276
2021-01-01,10,ROBINA DENTAL CLINIC,1974,31,9084,21.7305151915455746,Gold Coast,0.016,1.57,64,192
2021-04-01,10,ROBINA DENTAL CLINIC,1965,33,9290,21.1517761033369214,Gold Coast,0.017,1.68,60,180
2021-04-01,142,GCUH DENTAL CLINIC,15,1,9290,0.16146393972012917115,Gold Coast,0.067,6.67,15,45
2021-04-01,8,PALM BEACH DENTAL CLINIC,1187,24,9290,12.7771797631862217,Gold Coast,0.020,2.02,49,147
2021-04-01,144,GC SOUTHPORT HEALTH PREC,6123,132,9290,65.9095801937567277,Gold Coast,0.022,2.16,46,138
2022-07-01,10,ROBINA DENTAL CLINIC,1132,16,9783,11.5710927118470817,Gold Coast,0.014,1.41,71,213
2022-07-01,142,GCUH DENTAL CLINIC,14,1,9783,0.14310538689563528570,Gold Coast,0.071,7.14,14,42
2022-07-01,144,GC SOUTHPORT HEALTH PREC,7764,234,9783,79.3621588469794542,Gold Coast,0.030,3.01,33,99
2022-07-01,8,PALM BEACH DENTAL CLINIC,873,7,9783,8.9236430542778289,Gold Coast,0.008,0.80,125,375
2022-10-01,144,GC SOUTHPORT HEALTH PREC,7403,556,9043,81.8644255225035939,Gold Coast,0.075,7.51,13,39
2022-10-01,10,ROBINA DENTAL CLINIC,872,6,9043,9.6428176490102842,Gold Coast,0.007,0.69,145,435
2022-10-01,8,PALM BEACH DENTAL CLINIC,746,3,9043,8.2494747318367798,Gold Coast,0.004,0.40,249,747
2022-10-01,142,GCUH DENTAL CLINIC,22,1,9043,0.24328209664934203251,Gold Coast,0.045,4.55,22,66
2023-04-01,10,ROBINA DENTAL CLINIC,964,70,9743,9.8942830750282254,Gold Coast,0.073,7.26,14,42
2023-04-01,8,PALM BEACH DENTAL CLINIC,857,50,9743,8.7960587088165863,Gold Coast,0.058,5.83,17,51
2023-04-01,144,GC SOUTHPORT HEALTH PREC,7873,264,9743,80.8067330391049985,Gold Coast,0.034,3.35,30,90
2023-04-01,142,GCUH DENTAL CLINIC,49,1,9743,0.50292517705018987991,Gold Coast,0.020,2.04,49,147
2023-07-01,8,PALM BEACH DENTAL CLINIC,886,132,8685,10.2014968336211860,Gold Coast,0.149,14.90,7,21
2023-07-01,142,GCUH DENTAL CLINIC,58,16,8685,0.66781807714450201497,Gold Coast,0.276,27.59,4,12
2023-07-01,144,GC SOUTHPORT HEALTH PREC,6711,1181,8685,77.2711571675302245,Gold Coast,0.176,17.60,6,18
2023-07-01,10,ROBINA DENTAL CLINIC,1030,176,8685,11.8595279217040875,Gold Coast,0.171,17.09,6,18
2023-10-01,144,GC SOUTHPORT HEALTH PREC,6510,802,8498,76.6062602965403624,Gold Coast,0.123,12.32,8,24
2023-10-01,142,GCUH DENTAL CLINIC,65,20,8498,0.76488585549541068487,Gold Coast,0.308,30.77,3,9
2023-10-01,10,ROBINA DENTAL CLINIC,1093,181,8498,12.8618498470228289,Gold Coast,0.166,16.56,6,18
2023-10-01,8,PALM BEACH DENTAL CLINIC,830,0,8498,9.7670040009413980,Gold Coast,0.000,0.00,NULL,NULL
2024-01-01,10,ROBINA DENTAL CLINIC,1095,333,8924,12.2702823845809054,Gold Coast,0.304,30.41,3,9
2024-01-01,144,GC SOUTHPORT HEALTH PREC,7028,625,8924,78.7539220080681309,Gold Coast,0.089,8.89,11,33
2024-01-01,8,PALM BEACH DENTAL CLINIC,726,0,8924,8.1353653070372030,Gold Coast,0.000,0.00,NULL,NULL
2024-01-01,142,GCUH DENTAL CLINIC,75,20,8924,0.84043030031376064545,Gold Coast,0.267,26.67,4,12
2024-04-01,10,ROBINA DENTAL CLINIC,1080,259,9111,11.8538030951596971,Gold Coast,0.240,23.98,4,12
2024-04-01,144,GC SOUTHPORT HEALTH PREC,7350,554,9111,80.6717155087257162,Gold Coast,0.075,7.54,13,39
2024-04-01,142,GCUH DENTAL CLINIC,94,44,9111,1.0317198990231588,Gold Coast,0.468,46.81,2,6
2024-04-01,8,PALM BEACH DENTAL CLINIC,587,0,9111,6.4427614970914279,Gold Coast,0.000,0.00,NULL,NULL
2024-07-01,144,GC SOUTHPORT HEALTH PREC,7798,578,9576,81.4327485380116959,Gold Coast,0.074,7.41,13,39
2024-07-01,10,ROBINA DENTAL CLINIC,1129,243,9576,11.7898913951545530,Gold Coast,0.215,21.52,5,15
2024-07-01,8,PALM BEACH DENTAL CLINIC,522,201,9576,5.4511278195488722,Gold Coast,0.385,38.51,3,9
2024-07-01,142,GCUH DENTAL CLINIC,127,16,9576,1.3262322472848789,Gold Coast,0.126,12.60,8,24
2024-10-01,10,ROBINA DENTAL CLINIC,1239,252,10069,12.3050948455655974,Gold Coast,0.203,20.34,5,15
2024-10-01,144,GC SOUTHPORT HEALTH PREC,8081,561,10069,80.2562319992054822,Gold Coast,0.069,6.94,14,42
2024-10-01,142,GCUH DENTAL CLINIC,127,12,10069,1.26129705035256728573,Gold Coast,0.094,9.45,11,33
2024-10-01,8,PALM BEACH DENTAL CLINIC,622,168,10069,6.1773761048763532,Gold Coast,0.270,27.01,4,12
2025-01-01,144,GC SOUTHPORT HEALTH PREC,8006,630,10387,77.0771156253008568,Gold Coast,0.079,7.87,13,39
2025-01-01,142,GCUH DENTAL CLINIC,156,19,10387,1.50187734668335419274,Gold Coast,0.122,12.18,8,24
2025-01-01,8,PALM BEACH DENTAL CLINIC,779,135,10387,7.4997593145277751,Gold Coast,0.173,17.33,6,18
2025-01-01,10,ROBINA DENTAL CLINIC,1446,189,10387,13.9212477134880139,Gold Coast,0.131,13.07,8,24
2025-04-01,142,GCUH DENTAL CLINIC,164,9,9652,1.6991297140489018,Gold Coast,0.055,5.49,18,54
2025-04-01,10,ROBINA DENTAL CLINIC,1446,133,9652,14.9813510153336096,Gold Coast,0.092,9.20,11,33
2025-04-01,144,GC SOUTHPORT HEALTH PREC,7112,1190,9652,73.6842105263157895,Gold Coast,0.167,16.73,6,18
2025-04-01,8,PALM BEACH DENTAL CLINIC,930,97,9652,9.6353087443016991,Gold Coast,0.104,10.43,10,30
2020-01-01,38,PROSERPINE DENTAL,1021,83,6211,16.4385767187248430,Mackay,0.081,8.13,12,36
2020-01-01,13,BOWEN DENTAL CLINIC,791,36,6211,12.7354693286105297,Mackay,0.046,4.55,22,66
2020-01-01,39,MACKAY DENTAL CLINIC,4192,262,6211,67.4931573015617453,Mackay,0.063,6.25,16,48
2020-01-01,121,COLLINSVILLE DENTAL CLINI,148,3,6211,2.3828691032039929,Mackay,0.020,2.03,49,147
2020-01-01,120,CLERMONT DENTAL CLINIC,59,0,6211,0.94992754789888906778,Mackay,0.000,0.00,NULL,NULL
2020-07-01,121,COLLINSVILLE DENTAL CLINI,154,2,6711,2.2947399791387275,Mackay,0.013,1.30,77,231
2020-07-01,13,BOWEN DENTAL CLINIC,885,25,6711,13.1873044255699598,Mackay,0.028,2.82,35,105
2020-07-01,120,CLERMONT DENTAL CLINIC,64,0,6711,0.95365817314856206229,Mackay,0.000,0.00,NULL,NULL
2020-07-01,38,PROSERPINE DENTAL,1096,97,6711,16.3313962151691253,Mackay,0.089,8.85,11,33
2020-07-01,39,MACKAY DENTAL CLINIC,4512,226,6711,67.2329012069736254,Mackay,0.050,5.01,20,60
2020-10-01,38,PROSERPINE DENTAL,1075,77,6739,15.9519216500964535,Mackay,0.072,7.16,14,42
2020-10-01,120,CLERMONT DENTAL CLINIC,66,0,6739,0.97937379433150319038,Mackay,0.000,0.00,NULL,NULL
2020-10-01,121,COLLINSVILLE DENTAL CLINI,152,3,6739,2.2555275263392195,Mackay,0.020,1.97,51,153
2020-10-01,39,MACKAY DENTAL CLINIC,4535,215,6739,67.2948508680813177,Mackay,0.047,4.74,21,63
2020-10-01,13,BOWEN DENTAL CLINIC,911,45,6739,13.5183261611515062,Mackay,0.049,4.94,20,60
2021-01-01,121,COLLINSVILLE DENTAL CLINI,150,9,6782,2.2117369507519906,Mackay,0.060,6.00,17,51
2021-01-01,13,BOWEN DENTAL CLINIC,923,25,6782,13.6095547036272486,Mackay,0.027,2.71,37,111
2021-01-01,38,PROSERPINE DENTAL,1042,57,6782,15.3641993512238278,Mackay,0.055,5.47,18,54
2021-01-01,39,MACKAY DENTAL CLINIC,4587,314,6782,67.6349159539958714,Mackay,0.068,6.85,15,45
2021-01-01,120,CLERMONT DENTAL CLINIC,80,10,6782,1.1795930404010616,Mackay,0.125,12.50,8,24
2021-04-01,120,CLERMONT DENTAL CLINIC,185,4,6676,2.7711204313960455,Mackay,0.022,2.16,46,138
2021-04-01,121,COLLINSVILLE DENTAL CLINI,117,10,6676,1.7525464349910126,Mackay,0.085,8.55,12,36
2021-04-01,13,BOWEN DENTAL CLINIC,931,46,6676,13.9454763331336129,Mackay,0.049,4.94,20,60
2021-04-01,38,PROSERPINE DENTAL,959,79,6676,14.3648891551827442,Mackay,0.082,8.24,12,36
2021-04-01,39,MACKAY DENTAL CLINIC,4484,258,6676,67.1659676452965848,Mackay,0.058,5.75,17,51
2022-07-01,39,MACKAY DENTAL CLINIC,4497,318,6458,69.6345617838340043,Mackay,0.071,7.07,14,42
2022-07-01,13,BOWEN DENTAL CLINIC,829,138,6458,12.8367915763394240,Mackay,0.166,16.65,6,18
2022-07-01,38,PROSERPINE DENTAL,854,115,6458,13.2239083307525550,Mackay,0.135,13.47,7,21
2022-07-01,120,CLERMONT DENTAL CLINIC,152,6,6458,2.3536698668318365,Mackay,0.039,3.95,25,75
2022-07-01,121,COLLINSVILLE DENTAL CLINI,126,9,6458,1.9510684422421802,Mackay,0.071,7.14,14,42
2022-10-01,120,CLERMONT DENTAL CLINIC,160,2,6720,2.3809523809523810,Mackay,0.013,1.25,80,240
2022-10-01,121,COLLINSVILLE DENTAL CLINI,117,3,6720,1.7410714285714286,Mackay,0.026,2.56,39,117
2022-10-01,13,BOWEN DENTAL CLINIC,809,101,6720,12.0386904761904762,Mackay,0.125,12.48,8,24
2022-10-01,38,PROSERPINE DENTAL,908,21,6720,13.5119047619047619,Mackay,0.023,2.31,43,129
2022-10-01,39,MACKAY DENTAL CLINIC,4726,50,6720,70.3273809523809524,Mackay,0.011,1.06,95,285
2023-04-01,121,COLLINSVILLE DENTAL CLINI,85,2,6612,1.2855414398064126,Mackay,0.024,2.35,43,129
2023-04-01,38,PROSERPINE DENTAL,790,103,6612,11.9479733817301875,Mackay,0.130,13.04,8,24
2023-04-01,39,MACKAY DENTAL CLINIC,4870,152,6612,73.6539624924379915,Mackay,0.031,3.12,32,96
2023-04-01,13,BOWEN DENTAL CLINIC,758,78,6612,11.4640048396854204,Mackay,0.103,10.29,10,30
2023-04-01,120,CLERMONT DENTAL CLINIC,109,17,6612,1.6485178463399879,Mackay,0.156,15.60,6,18
2023-07-01,120,CLERMONT DENTAL CLINIC,29,61,6426,0.45129162776221599751,Mackay,2.103,210.34,0,0
2023-07-01,13,BOWEN DENTAL CLINIC,791,301,6426,12.3093681917211329,Mackay,0.381,38.05,3,9
2023-07-01,121,COLLINSVILLE DENTAL CLINI,39,29,6426,0.60690943043884220355,Mackay,0.744,74.36,1,3
2023-07-01,38,PROSERPINE DENTAL,787,239,6426,12.2471210706504824,Mackay,0.304,30.37,3,9
2023-07-01,39,MACKAY DENTAL CLINIC,4780,498,6426,74.3853096794273265,Mackay,0.104,10.42,10,30
2023-10-01,38,PROSERPINE DENTAL,961,46,7187,13.3713649645192709,Mackay,0.048,4.79,21,63
2023-10-01,121,COLLINSVILLE DENTAL CLINI,41,19,7187,0.57047446778906358703,Mackay,0.463,46.34,2,6
2023-10-01,120,CLERMONT DENTAL CLINIC,31,0,7187,0.43133435369417002922,Mackay,0.000,0.00,NULL,NULL
2023-10-01,39,MACKAY DENTAL CLINIC,5223,169,7187,72.6728815917629052,Mackay,0.032,3.24,31,93
2023-10-01,13,BOWEN DENTAL CLINIC,931,221,7187,12.9539446222345902,Mackay,0.237,23.74,4,12
2024-01-01,39,MACKAY DENTAL CLINIC,4925,672,6877,71.6155300276283263,Mackay,0.136,13.64,7,21
2024-01-01,13,BOWEN DENTAL CLINIC,913,264,6877,13.2761378508070380,Mackay,0.289,28.92,3,9
2024-01-01,121,COLLINSVILLE DENTAL CLINI,37,2,6877,0.53802530173040570016,Mackay,0.054,5.41,19,57
2024-01-01,120,CLERMONT DENTAL CLINIC,33,0,6877,0.47986040424603751636,Mackay,0.000,0.00,NULL,NULL
2024-01-01,38,PROSERPINE DENTAL,969,179,6877,14.0904464155881925,Mackay,0.185,18.47,5,15
2024-04-01,39,MACKAY DENTAL CLINIC,5030,434,6958,72.2908881862604197,Mackay,0.086,8.63,12,36
2024-04-01,121,COLLINSVILLE DENTAL CLINI,35,5,6958,0.50301810865191146881,Mackay,0.143,14.29,7,21
2024-04-01,13,BOWEN DENTAL CLINIC,897,284,6958,12.8916355274504168,Mackay,0.317,31.66,3,9
2024-04-01,120,CLERMONT DENTAL CLINIC,38,51,6958,0.54613394653636102328,Mackay,1.342,134.21,1,3
2024-04-01,38,PROSERPINE DENTAL,958,236,6958,13.7683242311008911,Mackay,0.246,24.63,4,12
2024-07-01,120,CLERMONT DENTAL CLINIC,40,51,6286,0.63633471205854279351,Mackay,1.275,127.50,1,3
2024-07-01,39,MACKAY DENTAL CLINIC,4593,1775,6286,73.0671333121221763,Mackay,0.386,38.65,3,9
2024-07-01,38,PROSERPINE DENTAL,813,327,6286,12.9335030225898823,Mackay,0.402,40.22,2,6
2024-07-01,121,COLLINSVILLE DENTAL CLINI,28,28,6286,0.44543429844097995546,Mackay,1.000,100.00,1,3
2024-07-01,13,BOWEN DENTAL CLINIC,812,373,6286,12.9175946547884187,Mackay,0.459,45.94,2,6
2024-10-01,38,PROSERPINE DENTAL,1055,89,6990,15.0929899856938484,Mackay,0.084,8.44,12,36
2024-10-01,13,BOWEN DENTAL CLINIC,882,148,6990,12.6180257510729614,Mackay,0.168,16.78,6,18
2024-10-01,120,CLERMONT DENTAL CLINIC,40,0,6990,0.57224606580829756795,Mackay,0.000,0.00,NULL,NULL
2024-10-01,121,COLLINSVILLE DENTAL CLINI,36,26,6990,0.51502145922746781116,Mackay,0.722,72.22,1,3
2024-10-01,39,MACKAY DENTAL CLINIC,4977,946,6990,71.2017167381974249,Mackay,0.190,19.01,5,15
2025-01-01,13,BOWEN DENTAL CLINIC,870,336,6506,13.3722717491546265,Mackay,0.386,38.62,3,9
2025-01-01,121,COLLINSVILLE DENTAL CLINI,39,1,6506,0.59944666461727636028,Mackay,0.026,2.56,39,117
2025-01-01,38,PROSERPINE DENTAL,1061,235,6506,16.3080233630494928,Mackay,0.221,22.15,5,15
2025-01-01,39,MACKAY DENTAL CLINIC,4512,785,6506,69.3513679680295112,Mackay,0.174,17.40,6,18
2025-01-01,120,CLERMONT DENTAL CLINIC,24,24,6506,0.36889025514909314479,Mackay,1.000,100.00,1,3
2025-04-01,38,PROSERPINE DENTAL,1084,150,6771,16.0094520750258455,Mackay,0.138,13.84,7,21
2025-04-01,39,MACKAY DENTAL CLINIC,4677,392,6771,69.0739920248116969,Mackay,0.084,8.38,12,36
2025-04-01,13,BOWEN DENTAL CLINIC,938,75,6771,13.8531974597548368,Mackay,0.080,8.00,13,39
2025-04-01,120,CLERMONT DENTAL CLINIC,35,0,6771,0.51691035297592674642,Mackay,0.000,0.00,NULL,NULL
2025-04-01,121,COLLINSVILLE DENTAL CLINI,37,5,6771,0.54644808743169398907,Mackay,0.135,13.51,7,21
2020-01-01,94,SANDGATE DENTAL CLINIC,1607,27,18941,8.4842405364025131,Metro North,0.017,1.68,60,180
2020-01-01,6,REDCLIFFE DENTAL CLINIC,3166,26,18941,16.7150625626946835,Metro North,0.008,0.82,122,366
2020-01-01,7,CABOOLTURE DENTAL CLINIC,5401,39,18941,28.5148619397075128,Metro North,0.007,0.72,138,414
2020-01-01,93,PINE RIVERS DENTAL CLINIC,2627,22,18941,13.8693838762472942,Metro North,0.008,0.84,119,357
2020-01-01,92,INDOOROOPILLY DENTAL,0,1,18941,0.000000000000000000000000,Metro North,NULL,NULL,NULL,NULL
2020-01-01,89,STAFFORD DENTAL CLINIC,2382,73,18941,12.5758935642257537,Metro North,0.031,3.06,33,99
2020-01-01,88,ORAL HEALTH CENTRE,3758,149,18941,19.8405575207222428,Metro North,0.040,3.96,25,75
2020-07-01,93,PINE RIVERS DENTAL CLINIC,2388,0,18695,12.7734688419363466,Metro North,0.000,0.00,NULL,NULL
2020-07-01,94,SANDGATE DENTAL CLINIC,1572,4,18695,8.4086654185611126,Metro North,0.003,0.25,393,1179
2020-07-01,88,ORAL HEALTH CENTRE,4700,102,18695,25.1404118748328430,Metro North,0.022,2.17,46,138
2020-07-01,7,CABOOLTURE DENTAL CLINIC,4933,1,18695,26.3867344209681733,Metro North,0.000,0.02,4933,14799
2020-07-01,6,REDCLIFFE DENTAL CLINIC,2835,0,18695,15.1644824819470447,Metro North,0.000,0.00,NULL,NULL
2020-07-01,89,STAFFORD DENTAL CLINIC,2267,510,18695,12.1262369617544798,Metro North,0.225,22.50,4,12
2020-10-01,93,PINE RIVERS DENTAL CLINIC,2165,1,17902,12.0936208244888839,Metro North,0.000,0.05,2165,6495
2020-10-01,88,ORAL HEALTH CENTRE,5130,26,17902,28.6560160875879790,Metro North,0.005,0.51,197,591
2020-10-01,6,REDCLIFFE DENTAL CLINIC,2550,1,17902,14.2442185230700480,Metro North,0.000,0.04,2550,7650
2020-10-01,7,CABOOLTURE DENTAL CLINIC,4383,3,17902,24.4832979555356943,Metro North,0.001,0.07,1461,4383
2020-10-01,89,STAFFORD DENTAL CLINIC,2225,399,17902,12.4287789073846498,Metro North,0.179,17.93,6,18
2020-10-01,94,SANDGATE DENTAL CLINIC,1449,2,17902,8.0940677019327449,Metro North,0.001,0.14,724,2172
2021-01-01,93,PINE RIVERS DENTAL CLINIC,2071,5,17823,11.6198170902766089,Metro North,0.002,0.24,414,1242
2021-01-01,88,ORAL HEALTH CENTRE,5392,199,17823,30.2530438197834259,Metro North,0.037,3.69,27,81
2021-01-01,6,REDCLIFFE DENTAL CLINIC,2505,3,17823,14.0548729170173371,Metro North,0.001,0.12,835,2505
2021-01-01,89,STAFFORD DENTAL CLINIC,2187,96,17823,12.2706615047971722,Metro North,0.044,4.39,23,69
2021-01-01,7,CABOOLTURE DENTAL CLINIC,4244,6,17823,23.8119284071144027,Metro North,0.001,0.14,707,2121
2021-01-01,94,SANDGATE DENTAL CLINIC,1424,37,17823,7.9896762610110531,Metro North,0.026,2.60,38,114
2021-04-01,88,ORAL HEALTH CENTRE,4878,148,18061,27.0084712917335696,Metro North,0.030,3.03,33,99
2021-04-01,89,STAFFORD DENTAL CLINIC,2343,155,18061,12.9727036155251647,Metro North,0.066,6.62,15,45
2021-04-01,93,PINE RIVERS DENTAL CLINIC,2119,5,18061,11.7324622113947179,Metro North,0.002,0.24,424,1272
2021-04-01,6,REDCLIFFE DENTAL CLINIC,2658,6,18061,14.7167930900836056,Metro North,0.002,0.23,443,1329
2021-04-01,94,SANDGATE DENTAL CLINIC,1511,4,18061,8.3660926858977908,Metro North,0.003,0.26,378,1134
2021-04-01,7,CABOOLTURE DENTAL CLINIC,4552,11,18061,25.2034771053651514,Metro North,0.002,0.24,414,1242
2022-07-01,94,SANDGATE DENTAL CLINIC,1160,4,16355,7.0926322225619077,Metro North,0.003,0.34,290,870
2022-07-01,88,ORAL HEALTH CENTRE,4285,485,16355,26.1999388566187710,Metro North,0.113,11.32,9,27
2022-07-01,89,STAFFORD DENTAL CLINIC,1555,577,16355,9.5077957811066952,Metro North,0.371,37.11,3,9
2022-07-01,93,PINE RIVERS DENTAL CLINIC,1691,4,16355,10.3393457658208499,Metro North,0.002,0.24,423,1269
2022-07-01,7,CABOOLTURE DENTAL CLINIC,4687,5,16355,28.6579027820238459,Metro North,0.001,0.11,937,2811
2022-07-01,6,REDCLIFFE DENTAL CLINIC,2977,5,16355,18.2023845918679303,Metro North,0.002,0.17,595,1785
2022-10-01,7,CABOOLTURE DENTAL CLINIC,4838,2,17351,27.8831191285804853,Metro North,0.000,0.04,2419,7257
2022-10-01,88,ORAL HEALTH CENTRE,4580,80,17351,26.3961731312316293,Metro North,0.017,1.75,57,171
2022-10-01,89,STAFFORD DENTAL CLINIC,1684,530,17351,9.7054924788196646,Metro North,0.315,31.47,3,9
2022-10-01,93,PINE RIVERS DENTAL CLINIC,1939,2,17351,11.1751484064319059,Metro North,0.001,0.10,969,2907
2022-10-01,94,SANDGATE DENTAL CLINIC,1205,2,17351,6.9448446775401994,Metro North,0.002,0.17,603,1809
2022-10-01,6,REDCLIFFE DENTAL CLINIC,3105,3,17351,17.8952221773961155,Metro North,0.001,0.10,1035,3105
2023-04-01,89,STAFFORD DENTAL CLINIC,1467,1371,12311,11.9161725286329299,Metro North,0.935,93.46,1,3
2023-04-01,93,PINE RIVERS DENTAL CLINIC,1431,11,12311,11.6237511168873365,Metro North,0.008,0.77,130,390
2023-04-01,94,SANDGATE DENTAL CLINIC,896,7,12311,7.2780440256681017,Metro North,0.008,0.78,128,384
2023-04-01,95,CHILDRENS ORAL HEALTH,0,0,12311,0.000000000000000000000000,Metro North,NULL,NULL,NULL,NULL
2023-04-01,6,REDCLIFFE DENTAL CLINIC,2044,13,12311,16.6030379335553570,Metro North,0.006,0.64,157,471
2023-04-01,7,CABOOLTURE DENTAL CLINIC,3039,16,12311,24.6852408415238405,Metro North,0.005,0.53,190,570
2023-04-01,88,ORAL HEALTH CENTRE,3434,73,12311,27.8937535537324344,Metro North,0.021,2.13,47,141
2023-07-01,7,CABOOLTURE DENTAL CLINIC,3565,21,13401,26.6024923513170659,Metro North,0.006,0.59,170,510
2023-07-01,88,ORAL HEALTH CENTRE,3057,629,13401,22.8117304678755317,Metro North,0.206,20.58,5,15
2023-07-01,94,SANDGATE DENTAL CLINIC,1063,22,13401,7.9322438623983285,Metro North,0.021,2.07,48,144
2023-07-01,93,PINE RIVERS DENTAL CLINIC,1772,13,13401,13.2228938138944855,Metro North,0.007,0.73,136,408
2023-07-01,89,STAFFORD DENTAL CLINIC,1755,1055,13401,13.0960376091336467,Metro North,0.601,60.11,2,6
2023-07-01,6,REDCLIFFE DENTAL CLINIC,2189,11,13401,16.3346018953809417,Metro North,0.005,0.50,199,597
2023-10-01,7,CABOOLTURE DENTAL CLINIC,3748,17,14553,25.7541400398543256,Metro North,0.005,0.45,220,660
2023-10-01,93,PINE RIVERS DENTAL CLINIC,0,12,14553,0.000000000000000000000000,Metro North,NULL,NULL,NULL,NULL
2023-10-01,88,ORAL HEALTH CENTRE,3372,555,14553,23.1704803133374562,Metro North,0.165,16.46,6,18
2023-10-01,89,STAFFORD DENTAL CLINIC,1865,1031,14553,12.8152271009413867,Metro North,0.553,55.28,2,6
2023-10-01,6,REDCLIFFE DENTAL CLINIC,2439,14,14553,16.7594310451453309,Metro North,0.006,0.57,174,522
2023-10-01,94,SANDGATE DENTAL CLINIC,1097,20,14553,7.5379646808218237,Metro North,0.018,1.82,55,165
2023-10-01,171,KALLANGUR SATELLITE CLINI,2032,0,14553,13.9627568198996770,Metro North,0.000,0.00,NULL,NULL
2024-01-01,7,CABOOLTURE DENTAL CLINIC,3884,90,14865,26.1284897410023545,Metro North,0.023,2.32,43,129
2024-01-01,6,REDCLIFFE DENTAL CLINIC,2346,13,14865,15.7820383451059536,Metro North,0.006,0.55,180,540
2024-01-01,171,KALLANGUR SATELLITE CLINI,2149,17,14865,14.4567776656575849,Metro North,0.008,0.79,126,378
2024-01-01,94,SANDGATE DENTAL CLINIC,1055,15,14865,7.0972082071981164,Metro North,0.014,1.42,70,210
2024-01-01,89,STAFFORD DENTAL CLINIC,2029,1173,14865,13.6495122771611167,Metro North,0.578,57.81,2,6
2024-01-01,88,ORAL HEALTH CENTRE,3402,492,14865,22.8859737638748739,Metro North,0.145,14.46,7,21
2024-01-01,146,KILCOY DENTAL CLINIC,0,21,14865,0.000000000000000000000000,Metro North,NULL,NULL,NULL,NULL
2024-04-01,94,SANDGATE DENTAL CLINIC,1198,56,16156,7.4152017826194603,Metro North,0.047,4.67,21,63
2024-04-01,88,ORAL HEALTH CENTRE,3457,436,16156,21.3976231740529834,Metro North,0.126,12.61,8,24
2024-04-01,89,STAFFORD DENTAL CLINIC,2149,2156,16156,13.3015597920277296,Metro North,1.003,100.33,1,3
2024-04-01,146,KILCOY DENTAL CLINIC,0,14,16156,0.000000000000000000000000,Metro North,NULL,NULL,NULL,NULL
2024-04-01,7,CABOOLTURE DENTAL CLINIC,4468,11,16156,27.6553602376825947,Metro North,0.002,0.25,406,1218
2024-04-01,6,REDCLIFFE DENTAL CLINIC,2563,16,16156,15.8640752661549889,Metro North,0.006,0.62,160,480
2024-04-01,171,KALLANGUR SATELLITE CLINI,2321,33,16156,14.3661797474622431,Metro North,0.014,1.42,70,210
2024-07-01,146,KILCOY DENTAL CLINIC,0,3,17927,0.000000000000000000000000,Metro North,NULL,NULL,NULL,NULL
2024-07-01,7,CABOOLTURE DENTAL CLINIC,5157,33,17927,28.7666648072739443,Metro North,0.006,0.64,156,468
2024-07-01,171,KALLANGUR SATELLITE CLINI,2627,15,17927,14.6538740447369889,Metro North,0.006,0.57,175,525
2024-07-01,6,REDCLIFFE DENTAL CLINIC,2958,9,17927,16.5002510180175155,Metro North,0.003,0.30,329,987
2024-07-01,95,CHILDRENS ORAL HEALTH,0,10,17927,0.000000000000000000000000,Metro North,NULL,NULL,NULL,NULL
2024-07-01,94,SANDGATE DENTAL CLINIC,1409,107,17927,7.8596530373180119,Metro North,0.076,7.59,13,39
2024-07-01,89,STAFFORD DENTAL CLINIC,2466,730,17927,13.7557873598482736,Metro North,0.296,29.60,3,9
2024-07-01,88,ORAL HEALTH CENTRE,3310,1060,17927,18.4637697328052658,Metro North,0.320,32.02,3,9
2024-10-01,95,CHILDRENS ORAL HEALTH,0,4,20168,0.000000000000000000000000,Metro North,NULL,NULL,NULL,NULL
2024-10-01,94,SANDGATE DENTAL CLINIC,1570,74,20168,7.7846092820309401,Metro North,0.047,4.71,21,63
2024-10-01,89,STAFFORD DENTAL CLINIC,2785,117,20168,13.8090043633478778,Metro North,0.042,4.20,24,72
2024-10-01,7,CABOOLTURE DENTAL CLINIC,5826,6,20168,28.8873462911543038,Metro North,0.001,0.10,971,2913
2024-10-01,88,ORAL HEALTH CENTRE,3791,256,20168,18.7971043236810789,Metro North,0.068,6.75,15,45
2024-10-01,6,REDCLIFFE DENTAL CLINIC,3202,5,20168,15.8766362554541848,Metro North,0.002,0.16,640,1920
2024-10-01,146,KILCOY DENTAL CLINIC,0,3,20168,0.000000000000000000000000,Metro North,NULL,NULL,NULL,NULL
2024-10-01,171,KALLANGUR SATELLITE CLINI,2994,12,20168,14.8452994843316144,Metro North,0.004,0.40,249,747
2025-01-01,89,STAFFORD DENTAL CLINIC,2931,43,21169,13.8457177948887524,Metro North,0.015,1.47,68,204
2025-01-01,7,CABOOLTURE DENTAL CLINIC,6342,9,21169,29.9589021682649157,Metro North,0.001,0.14,705,2115
2025-01-01,171,KALLANGUR SATELLITE CLINI,3259,7,21169,15.3951532901884832,Metro North,0.002,0.21,466,1398
2025-01-01,94,SANDGATE DENTAL CLINIC,1752,84,21169,8.2762530114790496,Metro North,0.048,4.79,21,63
